68.283970,448.787844
165.236665,113.147765
436.748970,247.630172
207.607564,49.265974
365.113146,235.671481
94.333754,481.798081
481.194019,153.461702
325.132792,351.296936
215.310907,262.901102
106.025379,333.954937
64.582335,264.611932
347.971579,110.092409
445.418075,198.740463
381.899888,112.798075
191.371746,270.619917
397.560390,39.554481
98.456629,22.177106
472.316831,434.134879
54.414118,153.215899
155.795084,297.717005
191.380019,356.583328
18.912779,234.278471
76.722746,143.421949
140.667011,152.283173
430.847783,448.446816
437.215347,342.013992
159.036822,71.449839
452.611567,418.517596
334.764621,246.878423
482.223440,439.135008
108.397620,330.809179
177.567832,337.757683
417.350027,37.339828
366.792950,476.651254
31.315901,217.851634
41.490190,437.692224
35.764849,96.236080
486.380526,117.466630
183.148167,218.681955
36.305261,425.427472
487.510439,342.519372
128.623286,96.103611
379.489136,275.018498
217.092762,234.391893
166.454516,474.448366
465.097151,130.066830
409.203320,396.208607
348.462356,56.342859
251.420324,40.018421
255.711260,170.190457
143.664756,370.212400
221.167508,49.036173
346.063771,85.386120
411.382284,64.137908
177.101454,11.534475
499.899339,51.510014
34.933148,373.209779
294.495956,344.413646
478.767177,100.548248
265.470720,351.556999
250.980232,461.762949
94.673639,87.909752
379.360430,170.270306
145.764968,120.925160
378.632096,139.838350
278.987435,3.356647
160.522270,460.600044
83.791572,169.314260
81.309448,485.770031
229.979754,457.578709
416.069355,419.363754
390.990598,54.861148
483.736800,82.144855
10.633322,348.938267
273.402244,230.607015
397.812155,184.253808
484.225121,66.182265
183.357362,450.876563
176.669980,73.454696
199.080691,342.571213
352.461797,199.503227
324.990576,407.992717
249.285984,415.538739
316.427312,205.065823
220.418214,15.283473
335.125418,220.959407
2.384706,372.702583
299.914668,444.055780
85.393772,182.061250
489.594134,449.733862
200.616926,96.352675
474.792644,385.114431
130.279369,454.820964
463.138014,198.588792
421.006662,10.145370
478.806070,74.102508
97.445653,253.783778
215.485124,84.684766
443.018985,353.707410
156.067871,391.056818
